id_operacao,id_cooperativa,id_cliente,linha_credito,cultura,valor_operacao,data_contratacao,data_vencimento,taxa_juros,status,dias_atraso,regiao,estado
4814,33,813,Custeio,Algodão,443479.81994727487,2023-11-30 01:55:22.183270,2025-11-10 01:55:22.219500,9.684359519477365,Ativo,0,Sudeste,PR
4815,37,1636,Investimento,Milho,30067.143226511515,2024-01-20 01:55:22.183273,2025-10-11 01:55:22.219503,8.41014218963467,Ativo,0,Sul,GO
4816,21,1941,Pronaf,Milho,266747.3184704581,2024-04-26 01:55:22.183277,2025-09-22 01:55:22.219507,12.882558538239621,Ativo,0,Centro-Oeste,MT
4817,36,1005,Comercialização,Soja,253980.18483442947,2025-02-07 01:55:22.183280,2026-06-28 01:55:22.219510,7.049805548328419,Ativo,0,Sudeste,MT
4818,17,1326,Custeio,Algodão,228815.22583455328,2025-03-05 01:55:22.183284,2025-10-28 01:55:22.219514,11.567993621976639,Ativo,0,Nordeste,MT
4819,43,4327,Pronaf,Café,275841.6391975873,2025-04-24 01:55:22.183287,2026-03-13 01:55:22.219517,12.261876569148878,Ativo,0,Norte,SP
4820,22,2615,Pronamp,Café,295865.18528774724,2023-11-06 01:55:22.183291,2026-05-17 01:55:22.219521,10.613665188884466,Ativo,0,Nordeste,MG
4821,32,1867,Pronaf,Soja,156500.70065478183,2023-07-24 01:55:22.183297,2025-11-13 01:55:22.219524,6.967245478533643,Ativo,0,Norte,SP
4822,35,4589,Investimento,Soja,327384.2778581262,2025-04-06 01:55:22.183301,2026-04-09 01:55:22.219528,10.653164993923717,Ativo,0,Centro-Oeste,MT
4823,3,2297,Pronamp,Algodão,283585.92284257803,2024-12-26 01:55:22.183304,2026-03-08 01:55:22.219531,8.848109983118928,Ativo,0,Sul,GO
4824,32,3993,Investimento,Soja,232087.59208022646,2023-12-03 01:55:22.183308,2025-08-17 01:55:22.219535,8.83085581089639,Ativo,0,Norte,MG
4825,28,2649,Pronaf,Soja,171397.44344307,2023-07-24 01:55:22.183311,2026-06-09 01:55:22.219538,9.619127451787751,Ativo,0,Centro-Oeste,MT
4826,43,1184,Custeio,Cana-de-açúcar,172272.28102433783,2023-10-31 01:55:22.183315,2025-12-22 01:55:22.219542,6.212298782218372,Liquidado,0,Norte,MG
4827,40,3738,Pronamp,Milho,286489.35333804897,2024-08-22 01:55:22.183318,2026-05-23 01:55:22.219545,5.333891019064527,Ativo,0,Centro-Oeste,MT
4828,35,4109,Investimento,Milho,218729.3562719221,2024-12-26 01:55:22.183322,2025-11-09 01:55:22.219548,5.437613830638611,Ativo,0,Nordeste,MT
4829,46,346,Investimento,Café,131964.92859436022,2024-04-04 01:55:22.183325,2025-10-30 01:55:22.219552,5.961022096506165,Vencido,86,Nordeste,BA
4830,12,4663,Investimento,Soja,281878.97962275916,2025-03-18 01:55:22.183329,2026-04-06 01:55:22.219555,10.161686453492383,Ativo,0,Sudeste,PR
4831,7,4523,Comercialização,Café,291336.8394437612,2024-11-25 01:55:22.183332,2025-11-04 01:55:22.219559,10.392060769645346,Ativo,0,Sudeste,RS
4832,35,4564,Investimento,Café,237463.40030422786,2024-06-07 01:55:22.183336,2025-10-03 01:55:22.219562,9.859861584122076,Liquidado,0,Sudeste,MG
4833,5,1902,Pronamp,Milho,305783.79615441547,2024-02-29 01:55:22.183339,2025-09-29 01:55:22.219566,8.146381224059953,Ativo,0,Sul,MG
4834,31,946,Investimento,Cana-de-açúcar,101588.36127476138,2024-09-12 01:55:22.183343,2026-04-29 01:55:22.219569,7.086748424808681,Ativo,0,Sul,MT
4835,10,2480,Pronaf,Cana-de-açúcar,376803.14729036065,2023-11-13 01:55:22.183346,2025-10-24 01:55:22.219572,9.965989640880027,Ativo,0,Norte,SP
4836,38,1332,Comercialização,Cana-de-açúcar,328800.1929614986,2023-09-02 01:55:22.183350,2026-01-21 01:55:22.219576,7.889618644766399,Ativo,0,Centro-Oeste,SP
4837,30,4317,Comercialização,Milho,78147.32767940362,2023-09-08 01:55:22.183353,2025-10-29 01:55:22.219579,9.762986496506905,Ativo,0,Centro-Oeste,PR
4838,36,1863,Pronamp,Cana-de-açúcar,210687.85643672425,2025-03-05 01:55:22.183357,2025-08-23 01:55:22.219583,8.133031280321466,Ativo,0,Sudeste,BA
4839,4,2831,Pronaf,Algodão,204283.27792320034,2024-03-21 01:55:22.183360,2026-04-04 01:55:22.219586,8.575871231347282,Liquidado,0,Norte,MG
4840,29,4360,Investimento,Soja,298174.44203173416,2024-12-19 01:55:22.183364,2025-10-24 01:55:22.219589,6.269172598208703,Liquidado,0,Norte,GO
4841,2,181,Custeio,Café,428826.48898585717,2024-02-20 01:55:22.183367,2026-05-15 01:55:22.219593,10.448821136844748,Liquidado,0,Sul,MG
4842,21,343,Custeio,Café,297235.61234647053,2024-06-04 01:55:22.183371,2025-09-15 01:55:22.219596,9.69476606466814,Ativo,0,Centro-Oeste,PR
4843,31,1127,Investimento,Cana-de-açúcar,169694.6776616593,2024-03-24 01:55:22.183374,2026-04-11 01:55:22.219600,4.928960335391252,Vencido,23,Nordeste,MT
4844,26,161,Custeio,Soja,243204.420551361,2023-07-23 01:55:22.183378,2026-02-25 01:55:22.219603,6.869175029520168,Ativo,0,Centro-Oeste,MT
4845,20,3088,Investimento,Cana-de-açúcar,318576.9798258528,2025-01-31 01:55:22.183381,2026-04-14 01:55:22.219607,6.772968274239519,Liquidado,0,Centro-Oeste,MG
4846,2,2470,Custeio,Algodão,96388.86036763474,2024-12-12 01:55:22.183385,2026-06-07 01:55:22.219610,9.32308789342144,Ativo,0,Sudeste,SP
4847,8,4072,Custeio,Milho,274144.77140497713,2023-12-06 01:55:22.183388,2026-01-31 01:55:22.219614,8.684538774686358,Ativo,0,Norte,SP
4848,18,3255,Pronaf,Café,121893.25777413604,2024-09-10 01:55:22.183392,2026-01-04 01:55:22.219617,9.639549900694297,Ativo,0,Nordeste,BA
4849,28,4028,Investimento,Café,360524.9150093452,2024-09-21 01:55:22.183395,2026-01-04 01:55:22.219621,8.561463420108394,Ativo,0,Centro-Oeste,RS
4850,31,353,Pronamp,Soja,169552.8466405206,2024-05-05 01:55:22.183399,2025-11-08 01:55:22.219624,6.089540788937988,Ativo,0,Sul,RS
4851,15,715,Comercialização,Algodão,328483.3038549459,2025-07-03 01:55:22.183402,2026-04-25 01:55:22.219627,7.263906196947137,Ativo,0,Centro-Oeste,RS
4852,13,50,Comercialização,Cana-de-açúcar,196363.86672214523,2023-12-06 01:55:22.183406,2025-10-17 01:55:22.219631,7.942209093696203,Liquidado,0,Centro-Oeste,SP
4853,43,2660,Custeio,Milho,275979.72653082886,2025-01-04 01:55:22.183409,2026-03-21 01:55:22.219634,10.423587892035561,Ativo,0,Sudeste,MT
4854,1,3776,Pronamp,Soja,385642.9899866356,2025-05-03 01:55:22.183413,2026-04-05 01:55:22.219638,8.397100491221174,Vencido,125,Sul,BA
4855,7,1227,Pronamp,Cana-de-açúcar,215639.59535350205,2024-06-01 01:55:22.183417,2026-02-11 01:55:22.219641,10.913685634453689,Liquidado,0,Sul,MT
4856,35,4178,Custeio,Soja,344259.59526285384,2023-09-22 01:55:22.183420,2025-11-26 01:55:22.219644,6.31441290304501,Ativo,0,Norte,BA
4857,10,3506,Pronamp,Cana-de-açúcar,220665.11736943896,2024-12-04 01:55:22.183424,2026-04-26 01:55:22.219648,4.577667726166865,Ativo,0,Norte,MT
4858,29,96,Investimento,Cana-de-açúcar,212115.31505706493,2025-02-02 01:55:22.183427,2026-02-17 01:55:22.219651,12.898567207692661,Ativo,0,Norte,RS
4859,11,1527,Pronamp,Café,129257.10213656278,2024-03-31 01:55:22.183431,2026-02-14 01:55:22.219655,10.457289413658852,Ativo,0,Sudeste,BA
4860,42,3075,Custeio,Café,339368.0588402574,2024-06-18 01:55:22.183434,2025-09-01 01:55:22.219658,7.3356077342857775,Ativo,0,Nordeste,MT
4861,36,2706,Custeio,Milho,300946.6609147325,2023-12-09 01:55:22.183438,2026-06-10 01:55:22.219661,10.307009004280584,Liquidado,0,Centro-Oeste,GO
4862,46,2524,Custeio,Café,337822.17866714194,2024-07-24 01:55:22.183441,2025-09-14 01:55:22.219665,4.4055194990110245,Ativo,0,Nordeste,MT
4863,31,2496,Investimento,Algodão,355986.2268629873,2025-03-09 01:55:22.183445,2026-01-07 01:55:22.219668,12.189390546590833,Liquidado,0,Nordeste,RS
4864,23,1394,Pronamp,Algodão,195936.76976524887,2024-06-27 01:55:22.183448,2025-08-11 01:55:22.219671,7.7181764323415285,Ativo,0,Sudeste,SP
4865,48,2342,Investimento,Milho,377637.34585080546,2025-03-29 01:55:22.183452,2026-04-14 01:55:22.219675,7.815182227001012,Ativo,0,Norte,RS
4866,45,1458,Investimento,Soja,312763.3189992576,2024-03-21 01:55:22.183455,2026-05-15 01:55:22.219678,9.90070505840158,Liquidado,0,Norte,MG
4867,1,670,Pronamp,Algodão,183743.8447944484,2024-07-21 01:55:22.183459,2025-09-05 01:55:22.219682,9.717985445737368,Ativo,0,Sudeste,GO
4868,23,632,Pronamp,Café,289466.9504147979,2023-07-21 01:55:22.183462,2025-09-05 01:55:22.219685,9.31925286523858,Ativo,0,Sul,SP
4869,27,4109,Pronaf,Cana-de-açúcar,238417.01134679318,2024-04-02 01:55:22.183466,2025-11-24 01:55:22.219688,9.030859630471983,Ativo,0,Norte,MG
4870,17,1262,Custeio,Cana-de-açúcar,208918.43076662946,2025-01-13 01:55:22.183469,2026-06-03 01:55:22.219692,5.459472559153263,Liquidado,0,Sul,MG
4871,42,1241,Pronaf,Cana-de-açúcar,347374.3519955812,2024-09-13 01:55:22.183473,2025-11-29 01:55:22.219697,8.49766684837853,Ativo,0,Nordeste,BA
4872,11,2336,Pronaf,Milho,174867.66452225903,2024-03-24 01:55:22.183476,2025-11-22 01:55:22.219701,8.37459767476946,Ativo,0,Sul,GO
4873,23,4833,Pronaf,Cana-de-açúcar,163334.27701591258,2025-06-25 01:55:22.183480,2025-09-29 01:55:22.219704,7.736596171365657,Ativo,0,Nordeste,BA
4874,1,2387,Comercialização,Algodão,222574.21327426046,2024-10-06 01:55:22.183483,2025-12-07 01:55:22.219707,10.025049193951224,Ativo,0,Sul,GO
4875,44,4453,Pronaf,Algodão,369827.0701366056,2025-03-12 01:55:22.183487,2025-11-17 01:55:22.219711,8.747284342389706,Ativo,0,Sul,GO
4876,41,614,Investimento,Milho,168200.60780810597,2024-09-14 01:55:22.183490,2026-03-08 01:55:22.219714,8.70717500796535,Ativo,0,Norte,SP
4877,12,771,Custeio,Milho,341391.82375672075,2023-10-09 01:55:22.183494,2025-09-22 01:55:22.219717,4.805439557166643,Ativo,0,Nordeste,RS
4878,9,4751,Comercialização,Café,250442.44536136102,2024-01-10 01:55:22.183497,2026-05-13 01:55:22.219721,9.335226191960233,Ativo,0,Sudeste,BA
4879,14,4400,Pronamp,Cana-de-açúcar,230542.21032836,2024-11-20 01:55:22.183501,2025-10-14 01:55:22.219724,8.543826242904977,Ativo,0,Nordeste,PR
4880,16,2199,Custeio,Milho,173398.82781483658,2024-07-06 01:55:22.183504,2026-06-10 01:55:22.219728,10.994006071458855,Vencido,94,Norte,PR
4881,17,2149,Pronamp,Café,491428.3954712294,2024-04-11 01:55:22.183508,2025-12-04 01:55:22.219731,5.832930546828578,Ativo,0,Centro-Oeste,SP
4882,27,575,Comercialização,Algodão,415672.8514221684,2023-08-04 01:55:22.183511,2026-05-29 01:55:22.219734,9.503380581116742,Ativo,0,Norte,MT
4883,13,3896,Custeio,Soja,321067.1681127239,2023-11-23 01:55:22.183515,2025-11-07 01:55:22.219738,11.223346081446412,Ativo,0,Sul,MT
4884,9,4977,Investimento,Soja,216786.43569594668,2025-03-08 01:55:22.183518,2025-12-09 01:55:22.219741,5.025842582372894,Ativo,0,Sul,SP
4885,32,2507,Pronaf,Milho,239636.59456285427,2023-09-29 01:55:22.183522,2026-01-30 01:55:22.219745,9.41274398469479,Ativo,0,Nordeste,SP
4886,45,1213,Investimento,Café,64059.465750465344,2023-12-26 01:55:22.183525,2026-05-02 01:55:22.219748,8.779907690014056,Ativo,0,Sul,SP
4887,10,483,Investimento,Milho,312841.6883253254,2025-03-05 01:55:22.183529,2026-01-08 01:55:22.219751,8.041807331935862,Vencido,75,Nordeste,GO
4888,38,3383,Investimento,Algodão,257696.37291506008,2023-10-16 01:55:22.183532,2025-08-16 01:55:22.219755,7.9897864138902595,Ativo,0,Sudeste,MT
4889,20,3652,Comercialização,Soja,267225.27943673107,2024-12-01 01:55:22.183536,2026-07-05 01:55:22.219758,10.297335299650936,Ativo,0,Sul,RS
4890,22,2945,Comercialização,Café,316737.57009559387,2025-02-18 01:55:22.183539,2026-03-25 01:55:22.219762,7.025891332343743,Ativo,0,Norte,MG
4891,14,913,Pronaf,Soja,263604.1792986278,2025-02-22 01:55:22.183543,2026-04-05 01:55:22.219765,12.325153605597889,Liquidado,0,Nordeste,MG
4892,8,3037,Investimento,Soja,192116.52427658587,2024-10-27 01:55:22.183546,2026-04-27 01:55:22.219769,7.054479120280066,Ativo,0,Norte,RS
4893,13,228,Pronamp,Cana-de-açúcar,209585.22665180574,2023-12-11 01:55:22.183550,2026-06-16 01:55:22.219772,9.985299423395526,Ativo,0,Norte,MT
4894,28,4958,Investimento,Cana-de-açúcar,346966.8483469933,2024-11-29 01:55:22.183553,2026-01-12 01:55:22.219778,10.36397484266934,Ativo,0,Sudeste,MG
4895,45,1771,Pronamp,Algodão,252756.97998177775,2023-09-30 01:55:22.183557,2026-06-12 01:55:22.219782,8.263334809386395,Liquidado,0,Norte,GO
4896,24,1868,Pronaf,Café,130507.82017347355,2025-01-11 01:55:22.183561,2026-02-01 01:55:22.219785,5.746492751154187,Ativo,0,Centro-Oeste,SP
4897,39,3784,Pronaf,Cana-de-açúcar,117202.88462567213,2023-09-08 01:55:22.183564,2026-03-03 01:55:22.219789,8.301662506685549,Ativo,0,Centro-Oeste,RS
4898,30,3439,Investimento,Soja,391813.2617468142,2025-01-04 01:55:22.183568,2026-01-08 01:55:22.219792,9.631579641078476,Ativo,0,Sul,MT
4899,43,1934,Investimento,Milho,45751.84150579065,2025-01-17 01:55:22.183571,2025-09-09 01:55:22.219796,5.559551936466585,Ativo,0,Centro-Oeste,RS
4900,45,1106,Pronaf,Algodão,237132.33824442694,2023-10-26 01:55:22.183575,2026-03-02 01:55:22.219799,7.725146074379077,Ativo,0,Nordeste,BA
4901,32,2379,Custeio,Milho,114518.90962501761,2024-10-13 01:55:22.183578,2026-04-17 01:55:22.219802,8.45412561684745,Ativo,0,Norte,MG
4902,12,2245,Investimento,Soja,224710.4141545302,2024-05-31 01:55:22.183582,2025-09-27 01:55:22.219806,5.892881946849658,Liquidado,0,Sudeste,GO
4903,15,912,Comercialização,Soja,442873.65725238493,2025-01-14 01:55:22.183585,2026-02-05 01:55:22.219809,7.3638744201700845,Ativo,0,Sul,PR
4904,34,3883,Pronaf,Milho,419774.1152712454,2024-07-07 01:55:22.183589,2026-05-31 01:55:22.219812,8.92004738019416,Liquidado,0,Sul,RS
4905,21,430,Investimento,Milho,366397.9303014014,2024-01-06 01:55:22.183592,2026-05-16 01:55:22.219816,7.5897229708697544,Vencido,29,Nordeste,RS
4906,26,627,Pronaf,Soja,235835.59552482583,2023-10-27 01:55:22.183596,2026-03-01 01:55:22.219819,10.397179046420206,Liquidado,0,Nordeste,PR
4907,25,690,Custeio,Algodão,272728.86917016277,2023-11-26 01:55:22.183599,2026-01-21 01:55:22.219823,10.026212167387794,Ativo,0,Sudeste,MT
4908,24,3054,Investimento,Cana-de-açúcar,204418.9325801173,2024-06-11 01:55:22.183603,2025-10-01 01:55:22.219826,7.162424449600961,Ativo,0,Norte,MG
4909,35,350,Pronaf,Milho,293542.7623493153,2023-11-27 01:55:22.183609,2026-06-10 01:55:22.219829,4.360132193599599,Ativo,0,Sul,SP
4910,1,3230,Investimento,Soja,286529.58896774915,2024-03-01 01:55:22.183612,2026-06-14 01:55:22.219833,8.757946919473229,Liquidado,0,Nordeste,GO
4911,45,945,Custeio,Milho,45642.68972622143,2024-07-18 01:55:22.183616,2026-05-14 01:55:22.219836,8.58902017658428,Ativo,0,Nordeste,SP
4912,50,4412,Pronaf,Soja,157937.95092473837,2023-12-01 01:55:22.183619,2026-04-29 01:55:22.219840,4.6437614306561645,Ativo,0,Norte,MT
4913,29,4619,Comercialização,Soja,274021.55951571045,2024-10-29 01:55:22.183623,2026-03-11 01:55:22.219843,7.228828292690919,Vencido,6,Sul,BA
4914,3,3613,Pronaf,Café,243241.2328331468,2023-10-09 01:55:22.183626,2025-11-24 01:55:22.219848,7.887446503601728,Ativo,0,Centro-Oeste,MT
4915,41,384,Pronaf,Milho,149631.36145920106,2024-07-18 01:55:22.183630,2026-06-24 01:55:22.219851,8.669088855696769,Ativo,0,Nordeste,MT
4916,34,985,Investimento,Milho,230181.08927383984,2025-05-12 01:55:22.183633,2025-11-25 01:55:22.219855,10.186547014092595,Ativo,0,Sul,SP
4917,21,2060,Custeio,Soja,329236.6995499865,2024-02-11 01:55:22.183637,2026-03-01 01:55:22.219858,10.315122636577726,Ativo,0,Sudeste,RS
4918,42,512,Investimento,Cana-de-açúcar,290602.3282937931,2024-03-02 01:55:22.183640,2026-01-28 01:55:22.219862,6.499964160441751,Ativo,0,Norte,PR
4919,23,161,Custeio,Café,370095.3737336607,2024-03-03 01:55:22.183644,2026-02-26 01:55:22.219865,10.245557583977574,Liquidado,0,Norte,PR
4920,35,3537,Investimento,Milho,62616.43135353064,2023-09-23 01:55:22.183647,2025-09-01 01:55:22.219868,8.491251987880704,Ativo,0,Centro-Oeste,MT
4921,5,4537,Custeio,Café,199677.57379474415,2024-11-24 01:55:22.183651,2026-06-23 01:55:22.219872,6.51877841119421,Ativo,0,Sudeste,PR
4922,23,591,Comercialização,Café,173024.1126670238,2025-03-23 01:55:22.183654,2026-04-19 01:55:22.219875,10.174638060784819,Ativo,0,Sudeste,RS
4923,28,567,Custeio,Algodão,311774.0147402356,2024-03-10 01:55:22.183658,2026-03-07 01:55:22.219879,5.428025502445761,Ativo,0,Sul,MG
4924,10,2945,Custeio,Soja,323435.0629615408,2025-04-18 01:55:22.183661,2025-12-25 01:55:22.219882,8.827642102984564,Liquidado,0,Sul,MG
4925,10,2997,Custeio,Café,335734.07322554244,2023-08-18 01:55:22.183665,2025-11-19 01:55:22.219886,10.347286969779049,Ativo,0,Sudeste,MG
4926,24,4168,Custeio,Milho,85687.36083702862,2024-10-15 01:55:22.183668,2026-05-21 01:55:22.219889,10.131975087540928,Ativo,0,Norte,MT
4927,46,313,Pronamp,Café,321952.71962265513,2024-03-14 01:55:22.183672,2025-08-21 01:55:22.219892,7.603576488482542,Ativo,0,Centro-Oeste,GO
4928,27,2249,Custeio,Soja,297563.7935034286,2024-04-14 01:55:22.183675,2025-11-10 01:55:22.219896,8.284051895618356,Ativo,0,Centro-Oeste,RS
4929,33,4646,Custeio,Soja,121192.95006064833,2023-10-24 01:55:22.183679,2025-09-02 01:55:22.219899,12.822211089999135,Ativo,0,Sul,MT
4930,35,3262,Comercialização,Algodão,333116.2257713394,2024-12-17 01:55:22.183682,2025-09-02 01:55:22.219902,9.469106367324954,Ativo,0,Norte,MT
4931,36,1150,Investimento,Milho,256701.57464619356,2025-03-22 01:55:22.183686,2026-02-01 01:55:22.219906,9.890329417942784,Ativo,0,Norte,PR
4932,36,2532,Comercialização,Cana-de-açúcar,170033.3060054237,2024-06-11 01:55:22.183690,2025-09-04 01:55:22.219909,9.719829328641435,Liquidado,0,Nordeste,MT
4933,24,1207,Custeio,Café,239640.5974892044,2023-07-19 01:55:22.183693,2026-01-24 01:55:22.219912,6.003873385875405,Ativo,0,Norte,MT
4934,26,4954,Pronamp,Milho,312662.6879764808,2023-07-27 01:55:22.183696,2025-09-20 01:55:22.219916,3.5708896329005304,Ativo,0,Centro-Oeste,RS
4935,12,892,Custeio,Soja,85827.30888325995,2024-07-26 01:55:22.183700,2025-12-16 01:55:22.219919,7.186723488763569,Vencido,85,Sul,RS
4936,41,2369,Comercialização,Algodão,289745.2194863562,2024-07-29 01:55:22.183704,2025-09-22 01:55:22.219922,9.153074561652778,Ativo,0,Centro-Oeste,BA
4937,5,68,Pronamp,Algodão,245373.72792456747,2024-12-11 01:55:22.183707,2026-03-14 01:55:22.219926,10.052785092827,Ativo,0,Norte,RS
4938,47,960,Pronaf,Algodão,207406.2032590545,2024-07-17 01:55:22.183711,2025-12-12 01:55:22.219929,8.002366502734056,Ativo,0,Norte,SP
4939,44,4158,Investimento,Café,278725.7537794248,2024-10-04 01:55:22.183714,2026-03-12 01:55:22.219932,7.794345254373701,Ativo,0,Nordeste,MT
4940,17,1606,Investimento,Soja,242448.61736567522,2023-09-29 01:55:22.183718,2026-02-13 01:55:22.219936,5.720222635427615,Liquidado,0,Norte,PR
4941,35,2428,Pronamp,Algodão,292582.98221838806,2023-11-25 01:55:22.183722,2025-08-27 01:55:22.219939,8.444229995059628,Ativo,0,Norte,BA
4942,27,129,Investimento,Cana-de-açúcar,456516.20891734865,2024-12-25 01:55:22.183725,2025-10-25 01:55:22.219943,11.768139855042484,Vencido,71,Nordeste,RS
4943,13,4169,Pronamp,Milho,400745.7967653333,2024-12-31 01:55:22.183729,2025-08-09 01:55:22.219946,5.2365348279430055,Ativo,0,Sudeste,RS
4944,50,2591,Custeio,Algodão,272965.5677431275,2025-01-11 01:55:22.183732,2026-06-17 01:55:22.219949,4.7432330008051675,Liquidado,0,Sudeste,MG
4945,41,2400,Investimento,Algodão,320101.8571311279,2024-04-11 01:55:22.183736,2026-03-14 01:55:22.219953,8.78774526220589,Ativo,0,Sudeste,GO
4946,32,3961,Investimento,Milho,215413.55985856568,2024-03-17 01:55:22.183739,2026-05-22 01:55:22.219956,8.564460070619536,Ativo,0,Sudeste,PR
4947,26,2358,Investimento,Café,232340.42288953418,2024-04-22 01:55:22.183743,2025-11-23 01:55:22.219959,10.321168520355048,Ativo,0,Norte,MG
4948,36,3043,Pronamp,Café,155258.38533433105,2023-10-06 01:55:22.183746,2026-01-14 01:55:22.219963,11.066026995624293,Ativo,0,Nordeste,GO
4949,8,1359,Custeio,Soja,328946.4832574259,2024-06-25 01:55:22.183750,2026-02-01 01:55:22.219966,12.08932958401596,Ativo,0,Sul,MG
4950,22,1314,Pronaf,Cana-de-açúcar,122715.02401312781,2023-10-22 01:55:22.183754,2026-06-05 01:55:22.219969,9.442229363981927,Liquidado,0,Centro-Oeste,BA
4951,46,2781,Pronamp,Soja,360771.58109948994,2023-11-05 01:55:22.183757,2026-06-25 01:55:22.219973,9.235042380091162,Vencido,171,Nordeste,MT
4952,18,1466,Custeio,Soja,328903.60163472977,2024-03-03 01:55:22.183761,2026-06-14 01:55:22.219976,11.40355394326751,Ativo,0,Sudeste,RS
4953,24,1841,Comercialização,Café,266401.52850275906,2024-10-16 01:55:22.183764,2025-10-21 01:55:22.219980,7.4943907398831655,Vencido,87,Sul,BA
4954,11,159,Pronaf,Milho,180674.66241906577,2025-02-20 01:55:22.183768,2026-06-28 01:55:22.219983,10.65848750159146,Ativo,0,Norte,MG
4955,39,3671,Comercialização,Milho,66794.32411421143,2024-07-14 01:55:22.183771,2025-12-12 01:55:22.219988,12.788292655041742,Ativo,0,Sul,RS
4956,38,2014,Comercialização,Soja,308465.9105935051,2024-07-10 01:55:22.183775,2026-02-23 01:55:22.219992,7.703942173684514,Liquidado,0,Norte,BA
4957,45,2739,Pronamp,Milho,259806.89336001434,2023-12-31 01:55:22.183778,2026-04-02 01:55:22.219995,6.80004544894034,Ativo,0,Centro-Oeste,SP
4958,26,2118,Pronamp,Café,290346.70003449946,2025-06-09 01:55:22.183782,2026-01-16 01:55:22.219999,8.134479666644461,Ativo,0,Centro-Oeste,BA
4959,13,3855,Investimento,Milho,123832.01134646549,2024-02-22 01:55:22.183785,2025-09-12 01:55:22.220002,6.9877237048025,Liquidado,0,Nordeste,RS
4960,18,2542,Custeio,Soja,152318.50341184268,2023-12-10 01:55:22.183789,2026-06-29 01:55:22.220006,7.077579485354397,Liquidado,0,Sul,RS
4961,31,2456,Investimento,Soja,344980.63784539903,2024-04-03 01:55:22.183792,2025-09-20 01:55:22.220009,12.098155362169958,Ativo,0,Sul,GO
4962,22,4305,Investimento,Algodão,148347.4002741118,2024-10-04 01:55:22.183795,2026-02-07 01:55:22.220012,12.611114927295539,Liquidado,0,Sul,RS
4963,47,4815,Pronaf,Soja,231619.5463909553,2025-02-08 01:55:22.183799,2026-04-03 01:55:22.220016,8.762429669897248,Liquidado,0,Sudeste,MT
4964,28,2321,Pronamp,Algodão,211739.78997127287,2023-11-21 01:55:22.183803,2026-07-09 01:55:22.220019,7.414621951173054,Liquidado,0,Nordeste,MT
4965,48,833,Pronaf,Milho,48918.91352248291,2024-12-16 01:55:22.183806,2026-01-27 01:55:22.220023,6.668695369240021,Ativo,0,Nordeste,RS
4966,45,3306,Investimento,Café,176965.26440852665,2023-07-27 01:55:22.183810,2025-09-05 01:55:22.220026,11.483139303405444,Liquidado,0,Sudeste,BA
4967,45,4591,Pronaf,Café,33667.15421289156,2024-04-05 01:55:22.183813,2026-03-11 01:55:22.220030,9.220719024303612,Ativo,0,Centro-Oeste,RS
4968,43,1548,Pronamp,Café,374065.82889196055,2023-11-22 01:55:22.183817,2025-09-23 01:55:22.220033,6.535132935966967,Ativo,0,Centro-Oeste,RS
4969,37,623,Investimento,Café,150360.115961905,2023-09-29 01:55:22.183820,2026-04-26 01:55:22.220036,9.425143994803978,Ativo,0,Sul,MT
4970,40,1968,Pronaf,Cana-de-açúcar,205831.9067361115,2025-02-14 01:55:22.183824,2026-04-04 01:55:22.220040,6.569137511628961,Ativo,0,Nordeste,RS
4971,39,2654,Investimento,Soja,288558.0392979317,2023-07-31 01:55:22.183827,2026-06-18 01:55:22.220043,8.97325503518965,Ativo,0,Sudeste,BA
4972,12,4984,Comercialização,Milho,146720.22645200152,2024-04-17 01:55:22.183831,2026-03-04 01:55:22.220047,12.89308879138197,Ativo,0,Norte,SP
4973,13,331,Comercialização,Cana-de-açúcar,366113.31051122374,2025-06-10 01:55:22.183834,2026-04-10 01:55:22.220050,9.806487112530863,Vencido,113,Sudeste,BA
4974,18,1124,Pronamp,Café,142025.24469089546,2024-07-02 01:55:22.183838,2026-04-06 01:55:22.220054,11.884039957562912,Ativo,0,Sul,SP
4975,8,839,Custeio,Café,228949.08839482686,2025-05-22 01:55:22.183841,2026-04-04 01:55:22.220057,8.883846632857354,Ativo,0,Sul,MT
4976,1,1290,Pronaf,Café,223562.7905876336,2024-11-02 01:55:22.183845,2025-10-12 01:55:22.220060,10.40505427956359,Ativo,0,Sul,MT
4977,26,1391,Custeio,Cana-de-açúcar,249315.334450333,2023-12-02 01:55:22.183848,2025-11-14 01:55:22.220064,6.784039515495616,Liquidado,0,Sudeste,PR
4978,9,3788,Comercialização,Milho,316886.81005963526,2024-07-28 01:55:22.183852,2026-05-25 01:55:22.220067,9.530957291865914,Vencido,82,Norte,GO
4979,40,3146,Pronaf,Café,14631.958591252362,2024-04-23 01:55:22.183855,2025-11-15 01:55:22.220071,7.460535940163314,Ativo,0,Sudeste,MG
4980,20,2796,Pronamp,Soja,228943.75310095743,2024-10-02 01:55:22.183859,2025-10-29 01:55:22.220074,9.859902783632856,Ativo,0,Nordeste,PR
4981,41,664,Custeio,Soja,409737.64514952234,2024-12-08 01:55:22.183862,2026-02-22 01:55:22.220078,6.774311906461466,Ativo,0,Nordeste,GO
4982,19,3923,Pronaf,Café,271002.78538593405,2024-01-28 01:55:22.183866,2026-01-06 01:55:22.220081,7.986721826384886,Ativo,0,Sul,PR
